n-gram	total_score	total_occurrences	average_score
keyboard and	2.2	1	2.2
and Magic	2.2	1	2.2
Magic Mouse,	2.2	1	2.2
Mouse, a	2.2	1	2.2
a staggering	3.4000000000000004	2	1.7000000000000002
staggering 16GB	2.2	1	2.2
16GB RAM	2.2	1	2.2
RAM capacity,	2.2	1	2.2
capacity, and	2.2	1	2.2
new video	2.2	1	2.2
input feature.	2.2	1	2.2
New Jersey-based	-0.6	1	-0.6
Jersey-based concert	-0.6	1	-0.6
concert promoter	-0.6	1	-0.6
promoter Patrick	-0.6	1	-0.6
Patrick Allocco	-0.6	1	-0.6
Allocco of	-0.6	1	-0.6
of AllGood	-0.6	1	-0.6
AllGood Entertainment,	-0.6	1	-0.6
Entertainment, a	-0.6	1	-0.6
had direct	-0.6	1	-0.6
direct dealings	-0.6	1	-0.6
dealings with	-0.6	1	-0.6
with Michael	-0.6	1	-0.6
Michael Jackson,	-0.6	1	-0.6
Jackson, says,	-0.6	1	-0.6
"says, ""Anything"	-0.6	1	-0.6
"""Anything you"	-0.6	1	-0.6
put Michael	-0.6	1	-0.6
Michael Jackson's	-0.6	1	-0.6
Jackson's image	-0.6	1	-0.6
on was	-0.6	1	-0.6
already being	-0.6	1	-0.6
offered the	0.7999999999999999	2	0.39999999999999997
minute he	-0.6	1	-0.6
he made	-0.6	1	-0.6
made that	4.1	3	1.3666666666666665
that announcement	-0.6	1	-0.6
announcement in	-0.6	1	-0.6
in London.	-0.6	1	-0.6
London. T-shirts,	-0.6	1	-0.6
T-shirts, coffee	-0.6	1	-0.6
coffee mugs,	-0.6	1	-0.6
mugs, key	-0.6	1	-0.6
key fobs,	-0.6	1	-0.6
fobs, glasses	-0.6	1	-0.6
glasses -	-0.6	1	-0.6
- there	0.7999999999999999	4	0.19999999999999998
little doggie	-0.6	1	-0.6
doggie carrier	-0.6	1	-0.6
carrier for	-0.6	1	-0.6
"for sale."""	-0.6	1	-0.6
She then	1.6	2	0.8
then issued	0.4	1	0.4
issued this	2.9	2	1.45
this dire	0.4	1	0.4
dire warning	0.4	1	0.4
warning (infused	0.4	1	0.4
(infused with	0.4	1	0.4
with pop	0.4	1	0.4
pop culture	0.4	1	0.4
culture references):	0.4	1	0.4
thing missing	0.4	1	0.4
missing from	0.4	1	0.4
the trite	0.4	1	0.4
trite Kristolian	0.4	1	0.4
Kristolian playbook	0.4	1	0.4
playbook is	0.4	1	0.4
the accusation	0.4	1	0.4
accusation that	0.4	1	0.4
that Obama	2.2	3	0.7333333333333334
Obama will	2.6	2	1.3
be just	0.4	1	0.4
like Neville	0.4	1	0.4
Neville Chamberlain	0.4	1	0.4
Chamberlain if	0.4	1	0.4
doesn't send	0.4	1	0.4
send more	0.4	1	0.4
more troops	4.4	3	1.4666666666666668
troops to	3.6000000000000005	4	0.9000000000000001
to vanquish	0.4	1	0.4
vanquish the	0.4	1	0.4
Afghan Hitlers.	0.4	1	0.4
Until next	-1.0	1	-1.0
week, I	-1.0	1	-1.0
I remain,	-1.0	1	-1.0
remain, Rick	-1.0	1	-1.0
Rick Munarriz	-1.0	1	-1.0
the audio	-1.8	1	-1.8
audio track?	-1.8	1	-1.8
For similar	0.6	1	0.6
similar offers	0.6	1	0.6
offers on	0.6	1	0.6
the remainder	2.6	2	1.3
remainder of	2.6	2	1.3
of Apple's	0.6	1	0.6
Apple's Mac	0.6	1	0.6
Mac product	0.6	1	0.6
product line,	0.6	1	0.6
line, please	0.6	1	0.6
please see	0.6	1	0.6
see our	0.6	1	0.6
our full-fledged	0.6	1	0.6
full-fledged Mac	0.6	1	0.6
Mac Price	0.6	1	0.6
Price Guide.	0.6	1	0.6
States military	0.8	2	0.4
military policy	0.8	2	0.4
policy is,	0.2	1	0.2
is, on	0.2	1	0.2
on one	1.0	2	0.5
one level,	0.2	1	0.2
level, about	0.2	1	0.2
about brave	0.2	1	0.2
brave men	0.2	1	0.2
women serving	0.2	1	0.2
in uniform	0.2	1	0.2
uniform in	0.2	1	0.2
in difficult	1.4	2	0.7
difficult environments	0.2	1	0.2
environments out	0.2	1	0.2
a sense	2.4	4	0.6
of duty,	0.2	1	0.2
duty, honor,	0.2	1	0.2
honor, and	0.2	1	0.2
and patriotism.	0.2	1	0.2
hopeful turn	-0.4	1	-0.4
of events.	-0.4	1	-0.4
this Social	1.4	1	1.4
Search feature	1.4	1	1.4
feature at	1.4	1	1.4
Web 2.0	1.4	1	1.4
2.0 Summit	1.4	1	1.4
Summit last	1.4	1	1.4
clear that	3.8000000000000003	5	0.76
that that	0.7000000000000002	3	0.2333333333333334
that Scozzafava's	3.4000000000000004	2	1.7000000000000002
Scozzafava's withdrawal	3.8000000000000003	3	1.2666666666666668
withdrawal will	2.2	1	2.2
help Hoffman,	2.2	1	2.2
Hoffman, as	2.2	1	2.2
as by	2.2	1	2.2
by this	3.6	3	1.2
point most	2.2	1	2.2
support may	2.2	1	2.2
may well	2.2	1	2.2
well be	2.2	1	2.2
coming from	2.2	1	2.2
from voters	2.2	1	2.2
voters who	2.2	1	2.2
closely aligned,	2.2	1	2.2
aligned, ideologically,	2.2	1	2.2
ideologically, with	2.2	1	2.2
with Owens.	2.2	1	2.2
Layar, the	0.0	1	0.0
first camera-based	0.0	1	0.0
camera-based AR	0.0	1	0.0
AR app	0.0	1	0.0
app to	0.0	1	0.0
to really	0.2	2	0.1
really blow	0.0	1	0.0
blow us	0.0	1	0.0
us (or	0.0	1	0.0
(or anyone)	0.0	1	0.0
anyone) away,	0.0	1	0.0
away, has	0.0	1	0.0
has quietly	0.0	1	0.0
quietly slipped	0.0	1	0.0
slipped into	0.0	1	0.0
how change	0.0	1	0.0
is happening	0.0	1	0.0
happening see	0.0	1	0.0
what Britney	0.0	1	0.0
Britney did	0.0	1	0.0
did today	0.0	1	0.0
at @BritneySpears.	0.0	1	0.0
That move	0.2	1	0.2
move raises	0.2	1	0.2
raises huge	0.2	1	0.2
huge questions	0.2	1	0.2
about plans	0.2	1	0.2
provide security	0.2	1	0.2
security for	0.2	1	0.2
the additional	2.6	2	1.3
additional polling	0.2	1	0.2
polling stations.	0.2	1	0.2
There's nothing	0.2	1	0.2
like sneaking	0.2	1	0.2
sneaking up,	0.2	1	0.2
up, and	0.8	2	0.4
and taking	2.2	2	1.1
taking down	0.2	1	0.2
a guy,	1.0	2	0.5
guy, and	0.2	1	0.2
getting that	0.2	1	0.2
that notice	0.2	1	0.2
notice that	0.8	2	0.4
the Master	0.2	1	0.2
Master Ninja	0.2	1	0.2
Ninja trophy.	0.2	1	0.2
trophy. It	0.2	1	0.2
It means	0.2	1	0.2
means you	0.2	1	0.2
have improved,	0.2	1	0.2
improved, you	0.2	1	0.2
are continuing	0.2	1	0.2
to master	0.8	2	0.4
master the	0.2	1	0.2
are recognizing	0.2	1	0.2
recognizing that.	0.2	1	0.2
that. It's	0.2	1	0.2
just 'Oh,	0.2	1	0.2
'Oh, here's	0.2	1	0.2
here's another	0.2	1	0.2
guy to	0.2	1	0.2
to kill.'	0.2	1	0.2
kill.' It's	0.2	1	0.2
It's 'Here's	0.2	1	0.2
'Here's a	0.2	1	0.2
who matters	0.2	1	0.2
matters in	0.2	1	0.2
larger context.	0.2	1	0.2
context. And	0.2	1	0.2
I defeat	0.2	1	0.2
defeat him,	0.2	1	0.2
him, that	0.2	1	0.2
be recognized.'	0.2	1	0.2
recognized.' It's	0.2	1	0.2
a solid	1.5999999999999999	2	0.7999999999999999
solid way	0.2	1	0.2
of rewarding	0.2	1	0.2
rewarding and	2.0	2	1.0
and reinforcing	0.2	1	0.2
reinforcing a	0.2	1	0.2
a game's	0.2	1	0.2
game's action.	0.2	1	0.2
Greg Jaffe,	0.8	1	0.8
Jaffe, speaking	0.8	1	0.8
to Andrew	0.8	1	0.8
Andrew Exum,	0.8	1	0.8
Exum, says	0.8	1	0.8
"says ""This"	0.8	1	0.8
"""This whole"	0.8	1	0.8
whole conventional	0.8	1	0.8
irregular debate	0.8	1	0.8
debate is	0.6000000000000001	3	0.20000000000000004
"is stupid."""	0.8	1	0.8
the employment	3.8	3	1.2666666666666666
employment contract	1.4	2	0.7
contract for	0.0	1	0.0
for new	1.0	2	0.5
new Freddie	0.0	1	0.0
Freddie Mac	0.0	1	0.0
Mac (FRE)	0.0	1	0.0
(FRE) CFO	0.0	1	0.0
CFO Ross	0.0	1	0.0
Ross J.	0.0	1	0.0
J. Kari	0.0	1	0.0
Kari that	0.0	1	0.0
about earlier	0.0	1	0.0
Finally: The	-0.8	1	-0.8
The spoiler	-0.8	1	-0.8
spoiler exits	-0.8	1	-0.8
exits the	-0.8	1	-0.8
People say,	0.4	1	0.4
say, 'Why	0.4	1	0.4
'Why would	0.4	1	0.4
do that?'the	0.4	1	0.4
that?'the president	0.4	1	0.4
president said	0.6000000000000001	2	0.30000000000000004
an Oval	0.4	1	0.4
Office interview	0.4	1	0.4
with The	0.4	1	0.4
The Washington	1.9	2	0.95
Times on	0.4	1	0.4
on Friday.	6.8	6	1.1333333333333333
Hybrid media	0.4	1	0.4
media packaging	0.4	1	0.4
packaging with	0.4	1	0.4
both files	0.4	1	0.4
files and	0.4	1	0.4
application layer	0.4	1	0.4
layer in	0.4	1	0.4
is core	0.4	1	0.4
a lucrative	0.4	1	0.4
lucrative future.	0.4	1	0.4
is author	1.4	1	1.4
author of	4.8	4	1.2
the book,	1.2	3	0.39999999999999997
book, Be	1.4	1	1.4
Be Careful	1.4	1	1.4
Careful Who	1.4	1	1.4
Who You	1.4	1	1.4
You Love	1.4	1	1.4
Love -	1.4	1	1.4
- Inside	1.4	1	1.4
Inside the	1.4	1	1.4
Jackson Case.	1.4	1	1.4
be continuing	-1.0	1	-1.0
Motorola this	-1.0	1	-1.0
this weekend	1.8000000000000003	3	0.6000000000000001
weekend in	-1.0	1	-1.0
full SlashGear	-1.0	1	-1.0
SlashGear review	-1.0	1	-1.0
review next	-1.0	1	-1.0
next week.	-2.2	2	-1.1
The notion	-1.4	1	-1.4
notion of	-1.4	1	-1.4
of App	-1.4	1	-1.4
App is	-1.4	1	-1.4
is changing.	-1.4	1	-1.4
my hope	2.2	1	2.2
that with	3.4000000000000004	2	1.7000000000000002
my actions	2.2	1	2.2
actions today,	2.2	1	2.2
today, my	2.2	1	2.2
my Party	2.2	1	2.2
will emerge	3.2	2	1.6
emerge stronger	2.2	1	2.2
stronger and	2.2	1	2.2
our nation	8.0	4	2.0
nation can	2.2	1	2.2
take an	2.2	1	2.2
step towards	2.2	1	2.2
towards restoring	2.2	1	2.2
restoring the	2.2	1	2.2
the enduring	2.2	1	2.2
enduring strength	2.2	1	2.2
and economic	3.8000000000000003	2	1.9000000000000001
economic prosperity	2.2	1	2.2
prosperity that	2.2	1	2.2
has defined	2.2	1	2.2
defined us	2.2	1	2.2
us for	2.2	1	2.2
for generations.	2.2	1	2.2
Employers would	1.4	1	1.4
would jump	1.4	1	1.4
jump ship,	1.4	1	1.4
ship, opting	1.4	1	1.4
opting to	1.4	1	1.4
pay a	2.0	4	0.5
fine rather	1.4	1	1.4
than provide	1.4	1	1.4
provide insurance.	1.4	1	1.4
It's become	-0.2	1	-0.2
become the	-1.4	3	-0.4666666666666666
the Bartz	-0.2	1	-0.2
Bartz shtick:	-0.2	1	-0.2
shtick: Blast	-0.2	1	-0.2
Blast Yahoo's	-0.2	1	-0.2
Yahoo's current	-0.2	1	-0.2
current malaise	-0.2	1	-0.2
malaise as	-0.2	1	-0.2
as unacceptable,	-0.2	1	-0.2
unacceptable, tweak	-0.2	1	-0.2
tweak the	-0.2	1	-0.2
old management	-0.2	1	-0.2
management and	9.05	5	1.81
then vow	-0.2	1	-0.2
vow to	-0.2	1	-0.2
fix things	-0.2	1	-0.2
things -	-0.2	1	-0.2
- fast.	-0.2	1	-0.2
people realize	-0.2	1	-0.2
realize this	-0.2	1	-0.2
He named	1.0	1	1.0
named names	1.0	1	1.0
names as	1.0	1	1.0
as well:	1.0	1	1.0
"well: ""There's"	1.0	1	1.0
"""There's two"	1.0	1	1.0
two commentators	1.0	1	1.0
commentators on	1.0	1	1.0
on Fox	1.0	1	1.0
Fox that	1.0	1	1.0
like Barack	1.0	1	1.0
Obama, Glenn	1.0	1	1.0
Glenn Beck	1.0	1	1.0
Beck and	1.0	1	1.0
and Sean	1.0	1	1.0
Sean Hannity,	1.0	1	1.0
Hannity, but	1.0	1	1.0
us, Greta,	1.0	1	1.0
Greta, Shepard	1.0	1	1.0
Shepard Smith,	1.0	1	1.0
Smith, Bret	1.0	1	1.0
Bret Baier,	1.0	1	1.0
Baier, myself,	1.0	1	1.0
myself, we're	1.0	1	1.0
we're willing	1.0	1	1.0
guy the	1.0	1	1.0
the benefit	1.0	1	1.0
"the doubt."""	1.0	1	1.0
Lugar cautioned	1.8	1	1.8
cautioned that	2.2	2	1.1
is unrealistic	1.8	1	1.8
unrealistic to	1.8	1	1.8
to expect	3.1999999999999997	4	0.7999999999999999
expect a	4.4	4	1.1
"a ""pure"""	1.8	1	1.8
"""pure"" leader."	1.8	1	1.8
Those competencies	1.0	1	1.0
competencies include	1.0	1	1.0
include mastering	1.0	1	1.0
mastering fundamental	1.0	1	1.0
fundamental legal	1.0	1	1.0
skills, support	1.0	1	1.0
the firm's	1.0	1	1.0
firm's culture,	1.0	1	1.0
culture, demonstration	1.0	1	1.0
demonstration of	1.0	1	1.0
of leadership	1.0	1	1.0
leadership and	2.8	2	1.4
and understanding	1.0	1	1.0
understanding and	1.0	1	1.0
and effectively	1.0	1	1.0
effectively managing	1.0	1	1.0
managing client	1.0	1	1.0
client needs.	1.0	1	1.0
To which	-0.4	1	-0.4
the SEC-er	-0.4	1	-0.4
SEC-er responded:	-0.4	1	-0.4
"responded: ""It's"	-0.4	1	-0.4
"""It's a"	0.4	2	0.2
big organization,	-0.4	1	-0.4
organization, we	-0.4	1	-0.4
don't talk	-0.4	1	-0.4
I've always	0.6000000000000001	2	0.30000000000000004
"phrase ""keep"	0.2	1	0.2
"""keep it"	0.2	1	0.2
it simple,	0.2	1	0.2
"simple, stupid,"""	0.2	1	0.2
"stupid,"" which"	0.2	1	0.2
which apparently	-1.05	2	-0.525
apparently was	0.2	1	0.2
created by	5.000000000000001	7	0.7142857142857144
who designed	0.2	1	0.2
designed spy	0.2	1	0.2
spy planes	0.2	1	0.2
planes for	0.2	1	0.2
a living.	0.2	1	0.2
Mr. Bush,	0.6	1	0.6
Bush, for	0.6	1	0.6
for instance,	1.8000000000000003	4	0.45000000000000007
instance, has	0.6	1	0.6
has sent	3.4	3	1.1333333333333333
sent personal	0.6	1	0.6
personal letters	0.6	1	0.6
letters to	0.6	1	0.6
than 4,000	0.6	1	0.6
4,000 troops	0.6	1	0.6
troops who	0.6	1	0.6
died in	5.6000000000000005	5	1.12
two wars,	0.6	1	0.6
wars, an	0.6	1	0.6
enormous personal	0.6	1	0.6
personal effort	0.6	1	0.6
effort that	0.6	1	0.6
that consumed	0.6	1	0.6
consumed hours	0.6	1	0.6
and escaped	0.6	1	0.6
escaped public	0.6	1	0.6
public notice.	0.6	1	0.6
The Ares	0.6	1	0.6
Ares first	0.6	1	0.6
stage five-segment	0.6	1	0.6
five-segment development	0.6	1	0.6
development motor	0.6	1	0.6
motor is	0.6	1	0.6
is 154	0.6	1	0.6
154 feet	0.6	1	0.6
feet in	0.6	1	0.6
in length,	0.6	1	0.6
length, and	0.6	1	0.6
and generates	0.6	1	0.6
generates a	0.6	1	0.6
a maximum	1.6	2	0.8
maximum of	0.6	1	0.6
of 3.6	0.6	1	0.6
million lbs	0.6	1	0.6
lbs of	0.6	1	0.6
of thrust,	0.6	1	0.6
thrust, 24	0.6	1	0.6
24 percent	0.6	1	0.6
percent more	0.6	1	0.6
than one	2.2	2	1.1
one twin	0.6	1	0.6
twin Shuttle	0.6	1	0.6
Shuttle solid	0.6	1	0.6
rocket booster.	0.6	1	0.6
WARNING: This	-0.6	1	-0.6
This podcast	-0.6	1	-0.6
podcast has	-0.6	1	-0.6
been known	-0.6	1	-0.6
kill people.	-0.6	1	-0.6
other words,	-0.8	1	-0.8
words, it's	-0.8	1	-0.8
it's pretty	-0.8	1	-0.8
pretty close	-0.8	1	-0.8
perfect game.	-0.8	1	-0.8
Federal funds	1.6	1	1.6
funds granted	1.6	1	1.6
granted for	1.6	1	1.6
for BGE's	1.6	1	1.6
BGE's smart	1.6	1	1.6
smart grid:	1.6	1	1.6
grid: Baltimore	1.6	1	1.6
Baltimore Gas	1.6	1	1.6
Gas &	1.6	1	1.6
& Electric	1.6	1	1.6
Electric Co.	1.6	1	1.6
Co. expects	1.6	1	1.6
expects customer	1.6	1	1.6
customer costs	1.6	1	1.6
costs for	1.6	1	1.6
its smart	1.6	1	1.6
projects to	1.6	1	1.6
to decrease	1.6	1	1.6
decrease after	1.6	1	1.6
winning a	1.6	2	0.8
government Tuesday,	1.6	1	1.6
Tuesday, the	1.6	1	1.6
company said.	2.6	2	1.3
On April	1.6	2	0.8
April 6,	1.2	1	1.2
6, 1996,	1.2	1	1.2
1996, John	1.2	1	1.2
John Duncan	1.2	1	1.2
Duncan Bulkeley	1.2	1	1.2
Bulkeley died	1.2	1	1.2
the age	4.4	3	1.4666666666666668
age of	4.4	3	1.4666666666666668
of 84,	1.2	1	1.2
84, and	1.2	1	1.2
was buried	1.2	1	1.2
buried with	1.2	1	1.2
with full	1.2	1	1.2
full military	1.2	1	1.2
military honors	1.2	1	1.2
honors at	1.2	1	1.2
at Arlington.	1.2	1	1.2
Think of	-0.2	1	-0.2
product like	-0.2	1	-0.2
a pie	-0.2	1	-0.2
pie chart	-0.2	1	-0.2
chart of	-0.2	1	-0.2
value you	-0.2	1	-0.2
are giving	-0.2	1	-0.2
the consumer.	-0.2	1	-0.2
My name	1.4000000000000001	2	0.7000000000000001
is Paul	-0.2	1	-0.2
Paul Brock.	-0.2	1	-0.2
two and	1.4	1	1.4
half minutes,	1.4	1	1.4
minutes, the	1.4	1	1.4
main part	1.4	1	1.4
the 327-foot	1.4	1	1.4
327-foot (100-meter)	1.4	1	1.4
(100-meter) rocket	1.4	1	1.4
rocket splashed	1.4	1	1.4
splashed down	1.4	1	1.4
as planned	1.4	1	1.4
planned in	1.4	1	1.4
Atlantic Ocean	1.4	1	1.4
Ocean as	1.4	1	1.4
as applause	1.4	1	1.4
applause broke	1.4	1	1.4
broke out	1.4	1	1.4
out in	6.799999999999999	10	0.6799999999999999
a relieved	1.4	1	1.4
relieved and	1.4	1	1.4
and excited	1.4	1	1.4
excited NASA	1.4	1	1.4
NASA control	1.4	1	1.4
control room.	1.4	1	1.4
are five	1.0	2	0.5
more stories	0.6	1	0.6
stories we	0.6	1	0.6
thought were	2.2	2	1.1
were important,	0.6	1	0.6
important, thought-provoking,	0.6	1	0.6
thought-provoking, or	0.6	1	0.6
or fun:	0.6	1	0.6
of finance	-0.4	1	-0.4
finance figures	-0.4	1	-0.4
figures who	-0.4	1	-0.4
who showed	-0.4	1	-0.4
showed up.	-0.4	1	-0.4
and said,	-1.2	1	-1.2
said, 'I'm	-1.2	1	-1.2
'I'm sorry,	-1.2	1	-1.2
sorry, we've	-1.2	1	-1.2
we've got	-0.3999999999999999	2	-0.19999999999999996
a respirator	-1.2	1	-1.2
respirator for	-1.2	1	-1.2
a rest.'	-1.2	1	-1.2
rest.' I	-1.2	1	-1.2
I couldn't	-2.2	3	-0.7333333333333334
couldn't have	-1.2	1	-1.2
have cared	-1.2	1	-1.2
cared less	-1.2	1	-1.2
less by	-1.2	1	-1.2
by that	1.3	2	0.65
that time.	-1.2	1	-1.2
time. -1.2	-1.2	1	-1.2
-1.2 -3.0,-3.0,-2.0,0.0,2.0	-1.2	1	-1.2
-3.0,-3.0,-2.0,0.0,2.0 Lahiri_3RSBJ6YZEBPOA7MVFLC569C3GC7OF3	-1.2	1	-1.2
Lahiri_3RSBJ6YZEBPOA7MVFLC569C3GC7OF3 Like,	-1.2	1	-1.2
Like, 'Man,	-1.2	1	-1.2
'Man, I	-1.2	1	-1.2
went into	-0.19999999999999996	2	-0.09999999999999998
into beast	-1.2	1	-1.2
beast mode	-2.4	2	-1.2
mode and	-1.2	1	-1.2
and merced	-1.2	1	-1.2
merced those	-1.2	1	-1.2
those fools!'	-1.2	1	-1.2
fools!' And	-1.2	1	-1.2
said, 'We	-1.2	1	-1.2
'We need	-1.2	1	-1.2
a beast	-1.2	1	-1.2
mode medal.'	-1.2	1	-1.2
medal.' It	-1.2	1	-1.2
"to happen."""	-1.2	1	-1.2
We imagine	0.2	1	0.2
imagine you	0.2	1	0.2
guys feel	0.2	1	0.2
way --	0.2	1	0.2
-- this	0.2	1	0.2
this pumpkin	0.2	1	0.2
pumpkin placed	0.2	1	0.2
placed first	0.2	1	0.2
first in	0.8	2	0.4
the poll	2.8	3	0.9333333333333332
huge margin,	0.2	1	0.2
margin, garnering	0.2	1	0.2
garnering 3,303	0.2	1	0.2
3,303 votes!	0.2	1	0.2
Not only	1.7999999999999998	2	0.8999999999999999
only is	1.7999999999999998	2	0.8999999999999999
the annual	3.8	4	0.95
annual report	1.4	1	1.4
report about	3.4	2	1.7
those many	1.4	1	1.4
other retailers	2.5999999999999996	2	1.2999999999999998
retailers publish	1.4	1	1.4
publish but	1.4	1	1.4
with CEO	1.4	1	1.4
and President	2.4	2	1.2
President Jim	1.4	1	1.4
Jim Sinegal	1.4	1	1.4
Sinegal is	1.4	1	1.4
easiest to	1.4	1	1.4
read that	1.4	1	1.4
I've ever	1.4	1	1.4
Whatever the	0.2	1	0.2
results are	0.2	1	0.2
are I	0.2	1	0.2
don't think	4.3999999999999995	9	0.4888888888888888
they portend	0.2	1	0.2
portend a	0.2	1	0.2
lot in	0.4	2	0.2
in dealing	3.45	3	1.1500000000000001
future, White	0.2	1	0.2
House press	0.2	1	0.2
press secretary	0.2	1	0.2
secretary Robert	0.2	1	0.2
Robert Gibbs	0.2	1	0.2
Gibbs told	0.2	1	0.2
told reporters	5.6	7	0.7999999999999999
reporters on	0.2	1	0.2
on Friday,	2.0	2	1.0
Friday, pointing	0.2	1	0.2
pointing to	2.2	2	1.1
that Democrats	0.2	1	0.2
Democrats won	0.2	1	0.2
Virginia and	0.8	2	0.4
and New	2.6	3	0.8666666666666667
Jersey governors'	0.8	2	0.4
governors' races	0.8	2	0.4
races in	0.2	1	0.2
in 2001	3.8000000000000003	5	0.76
2001 despite	0.2	1	0.2
despite a	3.2	3	1.0666666666666667
very popular	0.2	1	0.2
popular President	0.2	1	0.2
President Bush,	0.2	1	0.2
Bush, with	0.2	1	0.2
with Republicans	0.2	1	0.2
Republicans picking	0.2	1	0.2
picking up	1.4	2	0.7
up seats	0.2	1	0.2
seats in	0.2	1	0.2
Congress in	0.4	2	0.2
in 2002.	0.6000000000000001	2	0.30000000000000004
"Drudge: ""Hillary:"	-0.4	1	-0.4
Poly beat	0.4	1	0.4
beat Wilson	0.4	1	0.4
Wilson in	0.4	1	0.4
the Friday	-0.19999999999999996	2	-0.09999999999999998
night matchup,	0.4	1	0.4
matchup, 34-15.	0.4	1	0.4
Chris Wallace,	1.2	1	1.2
Wallace, the	1.2	1	1.2
host of	1.2	1	1.2
"of ""Fox"	1.2	1	1.2
"News Sunday,"""	1.2	1	1.2
"Sunday,"" sits"	1.2	1	1.2
with Rush	1.2	1	1.2
Rush Limbaugh,	1.2	1	1.2
Limbaugh, the	1.2	1	1.2
conservative radio	1.2	1	1.2
radio talk	1.2	1	1.2
talk show	1.2	1	1.2
show host,	1.2	1	1.2
host, who	1.2	1	1.2
of Democrats'	1.2	1	1.2
Democrats' most	1.2	1	1.2
most colorful	1.2	1	1.2
colorful critics.	1.2	1	1.2
Nor should	-1.6	1	-1.6
should they	-1.6	1	-1.6
have to.	-1.6	1	-1.6
SCOZZAFAVA SUSPENDS	-0.6	1	-0.6
SUSPENDS CAMPAIGN!	-0.6	1	-0.6
You don't	-0.4	2	-0.2
don't have	1.0	5	0.2
pay $10	-1.0	1	-1.0
$10 a	-1.8	2	-0.9
as subscription	-1.0	1	-1.0
subscription or	-1.0	1	-1.0
or buy	-1.0	1	-1.0
a pricey	-1.0	1	-1.0
pricey $100	-1.0	1	-1.0
$100 TomTom	-1.0	1	-1.0
TomTom app.	-1.0	1	-1.0
it worked.	-0.6	1	-0.6
It's Slutoween	-0.2	1	-0.2
Slutoween which	-0.2	1	-0.2
means Wonky	-0.2	1	-0.2
Wonky hits	-0.2	1	-0.2
the streets	1.2	3	0.39999999999999997
streets dressed	-0.2	1	-0.2
a slutty	-0.2	1	-0.2
slutty version	-0.2	1	-0.2
of something	-0.2	1	-0.2
The biggest	-0.8	1	-0.8
biggest feature	-0.8	1	-0.8
its massive	-0.8	1	-0.8
massive screen,	-0.8	1	-0.8
screen, which	-0.8	1	-0.8
which jumps	-0.8	1	-0.8
jumps from	-0.8	1	-0.8
previous high	-0.8	1	-0.8
"of 24"""	-0.8	1	-0.8
"24"" to"	-0.8	1	-0.8
"to 27"""	-0.8	1	-0.8
"27"" and"	-0.8	1	-0.8
and delivers	-0.8	1	-0.8
delivers nearly	-0.8	1	-0.8
nearly the	-0.8	1	-0.8
the resolution	-0.8	1	-0.8
resolution (2560x1440)	-0.8	1	-0.8
(2560x1440) of	-0.8	1	-0.8
Display HD	-0.8	1	-0.8
HD (2560x1600).	-0.8	1	-0.8
Well, well,	-0.8	1	-0.8
well, well,	-0.8	1	-0.8
well, after	-0.8	1	-0.8
after much	-0.8	1	-0.8
much rumor	-0.8	1	-0.8
rumor and	-0.8	1	-0.8
and speculation,	-0.8	1	-0.8
speculation, we	-0.8	1	-0.8
can finally	-0.8	1	-0.8
finally lay	-0.8	1	-0.8
lay to	-0.8	1	-0.8
to rest	-0.8	2	-0.4
rest the	-0.8	1	-0.8
the long-standing	-0.8	1	-0.8
long-standing rumor	-0.8	1	-0.8
rumor of	-0.8	1	-0.8
"the ""gphone,"""	-0.8	1	-0.8
"""gphone,"" or"	-0.8	1	-0.8
or Google's	-0.8	1	-0.8
Google's answer	-0.8	1	-0.8
the iPhone.	-0.8	1	-0.8
Which is	-1.2	1	-1.2
why I	-1.2	1	-1.2
2 as	-1.2	1	-1.2
of developing	0.0	2	0.0
developing for	-1.2	1	-1.2
trophy support.	-1.2	1	-1.2
will live?	-2.0	1	-2.0
Don't conservative	-2.8	2	-1.4
women feel	-2.0	1	-2.0
feel oppressed?	-2.0	1	-2.0
anything I'd	-1.2	1	-1.2
I'd go	-1.2	1	-1.2
go further.	-1.2	1	-1.2
"people ""who"	0.4	1	0.4
"""who follow"	0.4	1	0.4
war for	1.7999999999999998	2	0.8999999999999999
"a living."""	0.4	1	0.4
In addition,	4.6	3	1.5333333333333332
addition, to	1.2	1	1.2
eyes of	2.4	2	1.2
law professor	3.0	3	1.0
professor -	2.4	2	1.2
at least,	0.6	2	0.3
least, to	1.2	1	1.2
this law	1.2	1	1.2
some serious	1.2	1	1.2
serious implications	1.2	1	1.2
implications (and	1.2	1	1.2
(and tremendous	1.2	1	1.2
tremendous opportunities)	1.2	1	1.2
opportunities) for	1.2	1	1.2
schools here.	1.2	1	1.2
Saffo imagines	1.6	1	1.6
imagines a	1.6	1	1.6
a world	1.6	2	0.8
of replacement	1.6	1	1.6
replacement organs,	1.6	1	1.6
organs, sophisticated	1.6	1	1.6
sophisticated robots,	1.6	1	1.6
robots, self-driving	1.6	1	1.6
self-driving cars,	1.6	1	1.6
cars, and	1.6	1	1.6
and artificial	1.6	1	1.6
artificial limbs	1.6	1	1.6
limbs that	1.6	1	1.6
are superior	3.0	2	1.5
superior to	3.0	2	1.5
real thing	1.6	1	1.6
thing -	1.6	1	1.6
to only	2.0	2	1.0
very wealthy.	1.6	1	1.6
Stung by	0.6	1	0.6
rising tide	0.6	1	0.6
tide of	0.6	1	0.6
